OSD_ID,organism,title,gravity_cue,source_type,file_name,file_size,category,subcategory,rhythm_token,remote_url
OSD-595,Drosophila melanogaster,Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster,artificial gravity,alsda,LSDS-42_Video Recording_Module01Chamber1.zip,1829725832,Video Recording,Raw Video Files,video,/geode-py/ws/studies/OSD-595/download?source=datamanager&file=LSDS-42_Video+Recording_Module01Chamber1.zip
OSD-595,Drosophila melanogaster,Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster,artificial gravity,alsda,LSDS-42_Video Recording_LDSD-42_Inflight behavioural MVP_fly01 data.xlsx,72884,Video Recording,Tabular Results Files,video,/geode-py/ws/studies/OSD-595/download?source=datamanager&file=LSDS-42_Video+Recording_LDSD-42_Inflight+behavioural+MVP_fly01+data.xlsx
OSD-595,Drosophila melanogaster,Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster,artificial gravity,alsda,LSDS-42_Video Recording_LSDS-42_video_mhatreTRANSFORMED.csv,14605,Video Recording,Tabular Results Files,video,/geode-py/ws/studies/OSD-595/download?source=datamanager&file=LSDS-42_Video+Recording_LSDS-42_video_mhatreTRANSFORMED.csv
OSD-596,Drosophila melanogaster,"Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster (Behavior, Climbing)",artificial gravity,alsda,LSDS-43_Locomotion_LSDS-43_Climbing_MVP_Fly01 data.xlsx,17391,Locomotion,Tabular Results Files,locomot,/geode-py/ws/studies/OSD-596/download?source=datamanager&file=LSDS-43_Locomotion_LSDS-43_Climbing_MVP_Fly01+data.xlsx
OSD-596,Drosophila melanogaster,"Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster (Behavior, Climbing)",artificial gravity,alsda,LSDS-43_Locomotion_LSDS-43_Locomotion_mhatreTRANSFORMED.csv,2215,Locomotion,Tabular Results Files,locomot,/geode-py/ws/studies/OSD-596/download?source=datamanager&file=LSDS-43_Locomotion_LSDS-43_Locomotion_mhatreTRANSFORMED.csv
OSD-681,Rattus norvegicus,"Head-Down Tilt As a Model for Intracranial and Intraocular Pressures, and Retinal Changes during Spaceflight (Subcutaneous Tissue and Subdural Space, Body Temperature and Intracranial Pressure Biotele",head-down,alsda,LSDS-83_Telemetry_Tb summary_SUBMITTED.xlsx,21150,Core Body Temperature,Tabular Result Files,telemetr,/geode-py/ws/studies/OSD-681/download?source=datamanager&file=LSDS-83_Telemetry_Tb+summary_SUBMITTED.xlsx
OSD-681,Rattus norvegicus,"Head-Down Tilt As a Model for Intracranial and Intraocular Pressures, and Retinal Changes during Spaceflight (Subcutaneous Tissue and Subdural Space, Body Temperature and Intracranial Pressure Biotele",head-down,alsda,LSDS-83_Telemetry_Fuller_BiotelemetryTb_TRANSFORMED.csv,2924,Core Body Temperature,Tabular Result Files,telemetr,/geode-py/ws/studies/OSD-681/download?source=datamanager&file=LSDS-83_Telemetry_Fuller_BiotelemetryTb_TRANSFORMED.csv
OSD-681,Rattus norvegicus,"Head-Down Tilt As a Model for Intracranial and Intraocular Pressures, and Retinal Changes during Spaceflight (Subcutaneous Tissue and Subdural Space, Body Temperature and Intracranial Pressure Biotele",head-down,alsda,LSDS-83_Telemetry - Intracranial Pressure_ICP summary_SUBMITTED.xlsx,86313,Intracranial Pressure,Tabular Result Files,telemetr,/geode-py/ws/studies/OSD-681/download?source=datamanager&file=LSDS-83_Telemetry+-+Intracranial+Pressure_ICP+summary_SUBMITTED.xlsx
OSD-681,Rattus norvegicus,"Head-Down Tilt As a Model for Intracranial and Intraocular Pressures, and Retinal Changes during Spaceflight (Subcutaneous Tissue and Subdural Space, Body Temperature and Intracranial Pressure Biotele",head-down,alsda,LSDS-83_Telemetry - Intracranial Pressure_Fuller_BiotelemetryICP_TRANSFORMED.csv,1869,Intracranial Pressure,Tabular Result Files,telemetr,/geode-py/ws/studies/OSD-681/download?source=datamanager&file=LSDS-83_Telemetry+-+Intracranial+Pressure_Fuller_BiotelemetryICP_TRANSFORMED.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_9.csv,55456,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_9.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_8.csv,55477,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_8.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_7.csv,55433,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_7.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_6.csv,55452,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_6.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_5.csv,55457,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_5.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_4.csv,55402,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_4.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_3.csv,53788,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_3.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_2.csv,55475,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_2.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_12.csv,53841,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_12.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_11.csv,55442,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_11.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_10.csv,55442,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_10.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_Raw_Plate_1.csv,55408,ATPase Activity,Raw Data Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_Raw_Plate_1.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_RR-18 ATPase Analysis_SUBMITTED.xlsx,233703,ATPase Activity,Original Submitted,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_RR-18+ATPase+Analysis_SUBMITTED.xlsx
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_ATPase_soleus_TRANSFORMED.csv,4972,ATPase Activity,ALSDA Transformed Files,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_ATPase_soleus_TRANSFORMED.csv
OSD-691,Mus musculus,"Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)",spaceflight,alsda,LSDS-85_ATPase-Activity_DataDictionary_ATPase.csv,2151,ATPase Activity,Supplementary Materials,activity,/geode-py/ws/studies/OSD-691/download?source=datamanager&file=LSDS-85_ATPase-Activity_DataDictionary_ATPase.csv
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_inferences_aligned.csv,108146317,Ethogram Analysis,Inferences,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_inferences_aligned.csv
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_splits.undistorted.seed0-20260325T204517Z-3-001.zip,607706775,Pose Estimation,Pose Estimation Data Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_splits.undistorted.seed0-20260325T204517Z-3-001.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_labels_consensus.zip,4581934,Pose Estimation,Pose Estimation Data Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_labels_consensus.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_interannotator_consistency_dataset.csv,45236,Pose Estimation,Pose Estimation Data Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_interannotator_consistency_dataset.csv
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_Undistorted.v002.seed0.pred_test.slp.zip,15068,Pose Estimation,Pose Estimation Data Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_Undistorted.v002.seed0.pred_test.slp.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_SLEAP_Interannotator_Undistorted.zip,24858,Pose Estimation,Pose Estimation Data Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_SLEAP_Interannotator_Undistorted.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_SLEAP_Interannotator_Raw.zip,27423,Pose Estimation,Pose Estimation Data Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_SLEAP_Interannotator_Raw.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_Ground_Truth.zip,1106254,Ethogram Analysis,Ground Truth Data,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_Ground_Truth.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_Labels__Inferences_h5s.zip,4303375731,Ethogram Analysis,Inferences,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_Labels__Inferences_h5s.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_Inferences.zip,3243701,Ethogram Analysis,Inferences,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_Inferences.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_project_config.yaml.zip,1627,Ethogram Analysis,Model Files,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_project_config.yaml.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_251219_153938_sequence_inference-20260421T190212Z-3-001.zip,6134,Ethogram Analysis,Model Files,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_251219_153938_sequence_inference-20260421T190212Z-3-001.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_251219_142953_sequence_train-20260421T190222Z-3-001.zip,12286920,Ethogram Analysis,Model Files,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_251219_142953_sequence_train-20260421T190222Z-3-001.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_251205_151556_feature_extractor_inference-20260421T190804Z-3-001.zip,6316,Ethogram Analysis,Model Files,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_251205_151556_feature_extractor_inference-20260421T190804Z-3-001.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_251120_112419_feature_extractor_train-20260421T190951Z-3-001.zip,320827348,Ethogram Analysis,Model Files,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_251120_112419_feature_extractor_train-20260421T190951Z-3-001.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Behavioral Segmentation_251117_171216_flow_generator_train-20260421T191232Z-3-001.zip,26259550,Ethogram Analysis,Model Files,behavio,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Behavioral+Segmentation_251117_171216_flow_generator_train-20260421T191232Z-3-001.zip
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_trajectory_3d.csv,1762627,Pose Estimation,Tabular Result Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_trajectory_3d.csv
OSD-952,Mus musculus,Automated behavioral segmentation and markerless pose tracking of mice during spaceflight,spaceflight,alsda,LSDS-168_Pose Estimation_lap_statistics.csv,21356,Pose Estimation,Tabular Result Files,pose,/geode-py/ws/studies/OSD-952/download?source=datamanager&file=LSDS-168_Pose+Estimation_lap_statistics.csv
